Date,Open,High,Low,Close,Adj Close,Volume
"Sep 25, 2017",353.15,357.47,342.88,344.99,344.99,"7,605,900"
"Sep 22, 2017",366.49,369.90,350.88,351.09,351.09,"8,159,400"
"Sep 21, 2017",374.90,376.83,364.51,366.48,366.48,"4,618,200"
"Sep 20, 2017",373.00,378.25,371.07,373.91,373.91,"4,919,100"
"Sep 19, 2017",380.00,382.39,373.57,375.10,375.10,"6,451,900"
"Sep 18, 2017",380.25,389.61,377.68,385.00,385.00,"7,188,000"
"Sep 15, 2017",374.51,380.00,372.70,379.81,379.81,"5,420,500"
"Sep 14, 2017",364.33,377.96,362.63,377.64,377.64,"7,202,500"
"Sep 13, 2017",363.82,368.07,359.59,366.23,366.23,"4,185,200"
"Sep 12, 2017",364.49,368.76,360.40,362.75,362.75,"5,972,900"
"Sep 11, 2017",351.35,363.71,350.00,363.69,363.69,"7,667,100"
"Sep 08, 2017",348.99,349.78,342.30,343.40,343.40,"3,263,500"
"Sep 07, 2017",345.98,352.48,343.45,350.61,350.61,"4,239,200"
"Sep 06, 2017",349.50,350.98,341.56,344.53,344.53,"4,091,400"
"Sep 05, 2017",353.80,355.49,345.89,349.59,349.59,"3,835,100"
"Sep 01, 2017",356.12,357.59,353.69,355.40,355.40,"3,049,500"
"Aug 31, 2017",353.55,358.44,352.82,355.90,355.90,"4,072,800"
"Aug 30, 2017",349.67,353.47,347.00,353.18,353.18,"3,412,900"
"Aug 29, 2017",339.48,349.05,338.75,347.36,347.36,"4,073,700"
"Aug 28, 2017",347.28,347.35,339.72,345.66,345.66,"3,764,000"
"Aug 25, 2017",354.24,355.69,347.30,348.05,348.05,"3,484,000"
"Aug 24, 2017",352.52,356.66,349.74,352.93,352.93,"4,584,700"
"Aug 23, 2017",338.99,353.49,338.30,352.77,352.77,"4,954,500"
"Aug 22, 2017",341.13,342.24,337.37,341.35,341.35,"4,322,000"
"Aug 21, 2017",345.82,345.82,331.85,337.86,337.86,"6,495,400"
"Aug 18, 2017",352.91,354.00,345.80,347.46,347.46,"5,408,200"
"Aug 17, 2017",361.21,363.30,351.59,351.92,351.92,"5,027,700"
"Aug 16, 2017",363.00,366.50,362.52,362.91,362.91,"3,413,800"
"Aug 15, 2017",365.20,365.49,359.37,362.33,362.33,"3,085,100"
"Aug 14, 2017",364.63,367.66,362.60,363.80,363.80,"4,519,200"
"Aug 11, 2017",356.97,361.26,353.62,357.87,357.87,"4,365,800"
"Aug 10, 2017",361.60,366.65,354.66,355.40,355.40,"7,092,900"
"Aug 09, 2017",361.00,370.00,358.95,363.53,363.53,"6,892,100"
"Aug 08, 2017",357.53,368.58,357.40,365.22,365.22,"7,449,800"
"Aug 07, 2017",357.35,359.48,352.75,355.17,355.17,"6,324,500"
"Aug 04, 2017",347.00,357.27,343.30,356.91,356.91,"9,268,900"
"Aug 03, 2017",345.33,350.00,343.15,347.09,347.09,"13,535,000"
"Aug 02, 2017",318.94,327.12,311.22,325.89,325.89,"13,091,500"
"Aug 01, 2017",323.00,324.45,316.13,319.57,319.57,"8,303,100"
"Jul 31, 2017",335.50,341.49,321.04,323.47,323.47,"8,535,100"
"Jul 28, 2017",336.89,339.60,332.51,335.07,335.07,"4,880,400"
"Jul 27, 2017",346.00,347.50,326.29,334.46,334.46,"8,302,400"
"Jul 26, 2017",340.36,345.50,338.12,343.85,343.85,"4,820,800"
"Jul 25, 2017",345.00,345.60,334.15,339.60,339.60,"6,989,200"
"Jul 24, 2017",330.24,343.40,330.01,342.52,342.52,"8,637,100"
"Jul 21, 2017",329.46,331.26,325.80,328.40,328.40,"4,901,600"
"Jul 20, 2017",326.90,330.22,324.20,329.92,329.92,"5,166,200"
"Jul 19, 2017",328.23,331.65,323.22,325.26,325.26,"6,357,000"
"Jul 18, 2017",317.50,329.13,315.66,328.24,328.24,"6,373,700"
"Jul 17, 2017",325.54,327.10,313.45,319.57,319.57,"9,876,900"
"Jul 14, 2017",323.19,328.42,321.22,327.78,327.78,"5,625,200"
"Jul 13, 2017",330.11,331.60,319.97,323.41,323.41,"8,594,500"
"Jul 12, 2017",330.40,333.10,324.50,329.52,329.52,"10,346,100"
"Jul 11, 2017",316.00,327.28,314.30,327.22,327.22,"11,559,400"
"Jul 10, 2017",312.90,317.94,303.13,316.05,316.05,"13,820,900"
"Jul 07, 2017",313.50,317.00,307.38,313.22,313.22,"14,176,900"
"Jul 06, 2017",317.26,320.79,306.30,308.83,308.83,"19,324,500"
"Jul 05, 2017",347.20,347.24,326.33,327.09,327.09,"17,046,700"
"Jul 03, 2017",370.24,371.35,351.50,352.62,352.62,"6,305,400"
"Jun 30, 2017",363.71,366.77,359.62,361.61,361.61,"5,848,500"
"Jun 29, 2017",370.61,371.00,354.10,360.75,360.75,"8,221,000"
"Jun 28, 2017",366.68,371.74,362.52,371.24,371.24,"6,302,500"
"Jun 27, 2017",376.40,376.40,362.02,362.37,362.37,"6,996,400"
"Jun 26, 2017",386.69,386.95,373.10,377.49,377.49,"6,604,100"
"Jun 23, 2017",382.45,386.99,379.35,383.45,383.45,"6,445,800"
"Jun 22, 2017",377.99,385.00,373.57,382.61,382.61,"7,529,800"
"Jun 21, 2017",374.35,376.99,368.02,376.40,376.40,"4,923,200"
"Jun 20, 2017",376.67,378.88,369.73,372.24,372.24,"7,438,700"
"Jun 19, 2017",375.00,376.70,367.80,369.80,369.80,"6,549,300"
"Jun 16, 2017",377.98,378.01,370.10,371.40,371.40,"6,731,000"
"Jun 15, 2017",372.50,375.46,366.49,375.34,375.34,"10,426,500"
"Jun 14, 2017",381.09,384.25,376.31,380.66,380.66,"12,818,400"
"Jun 13, 2017",367.62,376.00,366.61,375.95,375.95,"11,807,900"
"Jun 12, 2017",357.99,364.50,350.62,359.01,359.01,"10,517,700"
"Jun 09, 2017",374.42,376.87,354.80,357.32,357.32,"17,261,400"
"Jun 08, 2017",363.75,371.90,360.22,370.00,370.00,"9,061,500"
"Jun 07, 2017",356.34,360.50,355.14,359.65,359.65,"9,398,000"
"Jun 06, 2017",344.70,359.49,339.97,352.85,352.85,"11,086,800"
"Jun 05, 2017",338.50,348.44,334.21,347.32,347.32,"6,784,400"
"Jun 02, 2017",339.77,342.88,335.93,339.85,339.85,"5,590,200"
"Jun 01, 2017",344.00,344.88,337.29,340.37,340.37,"7,608,000"
"May 31, 2017",337.69,342.89,335.16,341.01,341.01,"9,963,400"
"May 30, 2017",326.00,336.28,325.76,335.10,335.10,"7,782,900"
"May 26, 2017",317.28,325.49,316.31,325.14,325.14,"7,802,200"
"May 25, 2017",311.02,316.97,307.81,316.83,316.83,"5,014,000"
"May 24, 2017",306.51,311.00,305.40,310.22,310.22,"5,033,300"
"May 23, 2017",310.46,310.73,303.48,303.86,303.86,"4,318,400"
"May 22, 2017",312.80,314.37,306.80,310.35,310.35,"4,329,200"
"May 19, 2017",315.50,316.50,310.20,310.83,310.83,"4,687,600"
"May 18, 2017",307.00,313.94,305.31,313.06,313.06,"5,653,800"
"May 17, 2017",314.39,314.63,305.50,306.11,306.11,"6,711,900"
"May 16, 2017",317.59,320.06,315.14,317.01,317.01,"4,152,500"
"May 15, 2017",318.38,320.20,312.53,315.88,315.88,"7,622,000"
"May 12, 2017",325.48,327.00,321.53,324.81,324.81,"4,121,600"
"May 11, 2017",323.40,326.00,319.60,323.10,323.10,"4,753,800"
"May 10, 2017",321.56,325.50,318.12,325.22,325.22,"5,741,600"
"May 09, 2017",309.38,321.99,309.10,321.26,321.26,"9,676,500"
"May 08, 2017",310.90,313.79,305.82,307.19,307.19,"7,006,500"
"May 05, 2017",298.00,308.55,296.80,308.35,308.35,"8,177,300"
"May 04, 2017",307.44,307.77,290.76,295.46,295.46,"14,152,000"
"May 03, 2017",317.67,321.53,310.45,311.02,311.02,"7,133,400"
"May 02, 2017",324.00,327.66,316.56,318.89,318.89,"5,382,800"
"May 01, 2017",314.88,327.25,314.81,322.83,322.83,"8,829,600"
"Apr 28, 2017",309.83,314.80,308.00,314.07,314.07,"4,505,500"
"Apr 27, 2017",311.69,313.09,307.50,308.63,308.63,"3,468,600"
"Apr 26, 2017",312.37,314.50,309.00,310.17,310.17,"4,695,000"
"Apr 25, 2017",308.00,313.98,305.86,313.79,313.79,"6,737,700"
"Apr 24, 2017",309.22,310.55,306.02,308.03,308.03,"5,083,500"
"Apr 21, 2017",302.00,306.40,300.42,305.60,305.60,"4,509,800"
"Apr 20, 2017",306.51,309.15,300.23,302.51,302.51,"6,149,400"
"Apr 19, 2017",302.46,306.62,302.11,305.52,305.52,"3,898,000"
"Apr 18, 2017",299.70,300.84,297.90,300.25,300.25,"3,035,700"
"Apr 17, 2017",302.70,304.00,298.68,301.44,301.44,"4,138,700"
"Apr 13, 2017",296.70,307.39,295.30,304.00,304.00,"9,284,600"
"Apr 12, 2017",306.34,308.45,296.32,296.84,296.84,"6,050,700"
"Apr 11, 2017",313.38,313.47,305.50,308.71,308.71,"5,724,600"
"Apr 10, 2017",309.15,313.73,308.71,312.39,312.39,"7,664,500"
"Apr 07, 2017",297.50,302.69,297.15,302.54,302.54,"4,579,600"
"Apr 06, 2017",296.88,301.94,294.10,298.70,298.70,"5,520,600"
"Apr 05, 2017",302.04,304.88,294.20,295.00,295.00,"7,880,900"
"Apr 04, 2017",296.89,304.81,294.53,303.70,303.70,"10,134,600"
"Apr 03, 2017",286.90,299.00,284.58,298.52,298.52,"13,888,600"
"Mar 31, 2017",278.73,279.68,276.32,278.30,278.30,"3,294,600"
"Mar 30, 2017",278.04,282.00,277.21,277.92,277.92,"4,148,400"
"Mar 29, 2017",278.34,279.60,275.54,277.38,277.38,"3,676,200"
"Mar 28, 2017",277.02,280.68,275.00,277.45,277.45,"7,987,600"
"Mar 27, 2017",260.60,270.57,259.75,270.22,270.22,"6,230,800"
"Mar 24, 2017",255.70,263.89,255.01,263.16,263.16,"5,647,300"
"Mar 23, 2017",255.39,257.67,253.30,254.78,254.78,"3,320,200"
"Mar 22, 2017",251.56,255.07,250.51,255.01,255.01,"4,059,300"
"Mar 21, 2017",262.83,264.80,250.24,250.68,250.68,"6,908,600"
"Mar 20, 2017",260.60,264.55,258.82,261.92,261.92,"3,614,300"
"Mar 17, 2017",264.00,265.33,261.20,261.50,261.50,"6,497,500"
"Mar 16, 2017",262.40,265.75,259.06,262.05,262.05,"7,132,200"
"Mar 15, 2017",257.00,261.00,254.27,255.73,255.73,"5,330,800"
"Mar 14, 2017",246.11,258.12,246.02,258.00,258.00,"7,598,400"
"Mar 13, 2017",244.82,246.85,242.78,246.17,246.17,"3,022,600"
"Mar 10, 2017",246.21,246.50,243.00,243.69,243.69,"3,066,300"
"Mar 09, 2017",247.63,248.66,243.00,244.90,244.90,"3,879,300"
"Mar 08, 2017",247.00,250.07,245.32,246.87,246.87,"3,725,200"
"Mar 07, 2017",251.92,253.89,248.32,248.59,248.59,"3,459,500"
"Mar 06, 2017",247.91,251.70,247.51,251.21,251.21,"3,355,500"
"Mar 03, 2017",250.74,251.90,249.00,251.57,251.57,"2,919,400"
"Mar 02, 2017",249.71,253.28,248.27,250.48,250.48,"3,351,800"
"Mar 01, 2017",254.18,254.85,249.11,250.02,250.02,"4,809,500"
"Feb 28, 2017",244.19,251.00,243.90,249.99,249.99,"6,078,100"
"Feb 27, 2017",248.17,248.36,242.01,246.23,246.23,"11,460,800"
"Feb 24, 2017",252.66,258.25,250.20,257.00,257.00,"8,171,600"
"Feb 23, 2017",264.00,264.66,255.56,255.99,255.99,"14,915,200"
"Feb 22, 2017",280.31,283.45,272.60,273.51,273.51,"8,755,000"
"Feb 21, 2017",275.45,281.40,274.01,277.39,277.39,"5,676,700"
"Feb 17, 2017",265.80,272.89,264.15,272.23,272.23,"6,257,100"
"Feb 16, 2017",277.60,280.00,268.50,268.95,268.95,"7,077,300"
"Feb 15, 2017",280.00,282.24,276.44,279.76,279.76,"4,947,900"
"Feb 14, 2017",279.03,287.39,278.61,280.98,280.98,"7,345,200"
"Feb 13, 2017",270.74,280.79,270.51,280.60,280.60,"7,029,600"
"Feb 10, 2017",269.79,270.95,266.11,269.23,269.23,"3,619,700"
"Feb 09, 2017",266.25,271.18,266.15,269.20,269.20,"7,820,200"
"Feb 08, 2017",257.35,263.36,256.20,262.08,262.08,"3,933,000"
"Feb 07, 2017",258.19,260.00,256.42,257.48,257.48,"4,244,800"
"Feb 06, 2017",251.00,257.82,250.63,257.77,257.77,"3,562,500"
"Feb 03, 2017",251.91,252.18,249.68,251.33,251.33,"2,186,700"
"Feb 02, 2017",248.34,252.42,247.71,251.55,251.55,"2,499,800"
"Feb 01, 2017",253.05,253.20,249.05,249.24,249.24,"3,958,800"
"Jan 31, 2017",249.24,255.89,247.70,251.93,251.93,"4,116,100"
"Jan 30, 2017",252.53,255.29,247.10,250.63,250.63,"3,801,100"
"Jan 27, 2017",251.38,253.00,248.52,252.95,252.95,"3,166,300"
"Jan 26, 2017",254.29,255.74,250.75,252.51,252.51,"3,152,100"
"Jan 25, 2017",257.31,258.46,251.80,254.47,254.47,"5,142,600"
"Jan 24, 2017",250.00,254.80,249.65,254.61,254.61,"4,965,500"
"Jan 23, 2017",245.85,250.89,245.50,248.92,248.92,"6,262,900"
"Jan 20, 2017",245.46,246.00,243.01,244.73,244.73,"4,204,300"
"Jan 19, 2017",247.25,248.68,240.75,243.76,243.76,"7,732,300"
"Jan 18, 2017",236.65,239.71,235.58,238.36,238.36,"3,769,000"
"Jan 17, 2017",236.70,239.96,234.37,235.58,235.58,"4,617,500"
"Jan 13, 2017",230.00,237.85,229.59,237.75,237.75,"6,093,000"
"Jan 12, 2017",229.06,230.70,225.58,229.59,229.59,"3,790,200"
"Jan 11, 2017",229.07,229.98,226.68,229.73,229.73,"3,650,800"
"Jan 10, 2017",232.00,232.00,226.89,229.87,229.87,"3,660,000"
"Jan 09, 2017",228.97,231.92,228.00,231.28,231.28,"3,979,500"
"Jan 06, 2017",226.93,230.31,225.45,229.01,229.01,"5,527,900"
"Jan 05, 2017",226.42,227.48,221.95,226.75,226.75,"5,911,700"
"Jan 04, 2017",214.75,228.00,214.31,226.99,226.99,"11,213,500"
"Jan 03, 2017",214.86,220.33,210.96,216.99,216.99,"5,923,300"
"Dec 30, 2016",216.30,217.50,211.68,213.69,213.69,"4,642,600"
"Dec 29, 2016",218.56,219.20,214.12,214.68,214.68,"4,045,000"
"Dec 28, 2016",221.53,223.80,217.20,219.74,219.74,"3,782,500"
"Dec 27, 2016",214.88,222.25,214.42,219.53,219.53,"5,915,700"
"Dec 23, 2016",208.00,213.45,207.71,213.34,213.34,"4,670,500"
"Dec 22, 2016",208.22,209.99,206.50,208.45,208.45,"3,111,100"
"Dec 21, 2016",208.45,212.23,207.41,207.70,207.70,"5,207,600"
"Dec 20, 2016",203.05,209.00,202.50,208.79,208.79,"4,689,100"
"Dec 19, 2016",202.49,204.45,199.84,202.73,202.73,"3,488,100"
"Dec 16, 2016",198.08,202.59,197.60,202.49,202.49,"3,796,900"
"Dec 15, 2016",198.41,200.74,197.39,197.58,197.58,"3,219,600"
"Dec 14, 2016",198.74,203.00,196.76,198.69,198.69,"4,150,900"
"Dec 13, 2016",193.18,201.28,193.00,198.15,198.15,"6,823,900"
"Dec 12, 2016",192.80,194.42,191.18,192.43,192.43,"2,438,900"
"Dec 09, 2016",190.87,193.84,190.81,192.18,192.18,"2,722,500"
"Dec 08, 2016",192.05,192.50,189.54,192.29,192.29,"3,194,100"
"Dec 07, 2016",186.15,193.40,185.00,193.15,193.15,"5,461,900"
"Dec 06, 2016",185.52,186.58,182.68,185.85,185.85,"3,391,600"
"Dec 05, 2016",182.51,188.89,182.51,186.80,186.80,"4,072,200"
"Dec 02, 2016",182.88,184.88,180.00,181.47,181.47,"4,042,300"
"Dec 01, 2016",188.25,188.53,181.00,181.88,181.88,"5,126,400"
"Nov 30, 2016",191.00,191.89,187.50,189.40,189.40,"3,547,100"
"Nov 29, 2016",195.56,196.73,189.50,189.57,189.57,"4,439,300"
"Nov 28, 2016",195.48,199.35,194.55,196.12,196.12,"4,529,200"
"Nov 25, 2016",193.64,197.24,193.64,196.65,196.65,"2,366,100"
"Nov 23, 2016",190.61,195.64,189.00,193.14,193.14,"4,891,900"
"Nov 22, 2016",185.84,191.47,183.71,191.17,191.17,"5,603,400"
"Nov 21, 2016",185.04,188.89,184.41,184.52,184.52,"4,361,000"
"Nov 18, 2016",190.65,193.00,185.00,185.02,185.02,"5,210,300"
"Nov 17, 2016",183.49,189.49,182.11,188.66,188.66,"4,887,100"
"Nov 16, 2016",182.65,184.73,181.21,183.93,183.93,"3,434,400"
"Nov 15, 2016",182.78,186.43,182.05,183.77,183.77,"3,902,000"
"Nov 14, 2016",188.00,188.25,178.19,181.45,181.45,"6,552,200"
"Nov 11, 2016",184.24,188.88,183.00,188.56,188.56,"3,988,500"
"Nov 10, 2016",191.05,191.61,180.42,185.35,185.35,"6,750,300"
"Nov 09, 2016",186.88,192.00,183.95,190.06,190.06,"8,173,100"
"Nov 08, 2016",193.79,197.49,191.26,194.94,194.94,"3,267,600"
"Nov 07, 2016",193.59,194.29,190.05,193.21,193.21,"3,870,100"
"Nov 04, 2016",189.00,193.46,185.96,190.56,190.56,"5,146,000"
"Nov 03, 2016",189.00,191.47,187.04,187.42,187.42,"2,653,000"
"Nov 02, 2016",190.05,192.70,187.51,188.02,188.02,"4,253,400"
"Nov 01, 2016",198.04,198.50,188.11,190.79,190.79,"7,060,000"
"Oct 31, 2016",202.49,202.49,195.81,197.73,197.73,"4,692,300"
"Oct 28, 2016",204.00,205.32,199.83,199.97,199.97,"4,280,100"
"Oct 27, 2016",211.34,213.70,201.65,204.01,204.01,"13,093,700"
"Oct 26, 2016",201.00,203.19,200.10,202.24,202.24,"5,632,800"
"Oct 25, 2016",202.90,204.69,201.20,202.34,202.34,"2,445,000"
"Oct 24, 2016",201.00,203.95,200.25,202.76,202.76,"2,751,600"
"Oct 21, 2016",198.60,201.57,197.41,200.09,200.09,"2,943,400"
"Oct 20, 2016",202.12,203.00,197.05,199.10,199.10,"5,072,900"
"Oct 19, 2016",199.74,206.66,198.06,203.56,203.56,"6,991,200"
"Oct 18, 2016",195.99,199.47,193.26,199.10,199.10,"5,680,500"
"Oct 17, 2016",197.05,198.39,192.00,193.96,193.96,"4,554,100"
"Oct 14, 2016",200.66,201.43,196.30,196.51,196.51,"4,269,900"
"Oct 13, 2016",200.50,200.90,197.05,200.24,200.24,"2,494,600"
"Oct 12, 2016",200.95,203.88,200.42,201.51,201.51,"1,970,700"
"Oct 11, 2016",201.85,202.20,198.31,200.10,200.10,"2,328,400"
"Oct 10, 2016",201.35,204.14,199.66,200.95,200.95,"3,316,300"
"Oct 07, 2016",201.00,201.32,195.80,196.61,196.61,"3,493,000"
"Oct 06, 2016",202.46,204.21,200.21,201.00,201.00,"4,703,400"
"Oct 05, 2016",212.24,213.15,208.12,208.46,208.46,"1,877,500"
"Oct 04, 2016",213.10,213.32,208.82,211.41,211.41,"3,541,500"
"Oct 03, 2016",212.30,215.67,208.25,213.70,213.70,"5,999,900"
"Sep 30, 2016",202.21,204.98,199.55,204.03,204.03,"2,586,300"
"Sep 29, 2016",205.60,207.33,200.58,200.70,200.70,"2,727,000"
"Sep 28, 2016",207.51,208.25,205.26,206.27,206.27,"2,088,400"
"Sep 27, 2016",209.65,209.98,204.61,205.81,205.81,"3,373,200"
"Sep 26, 2016",206.50,211.00,206.50,208.99,208.99,"2,394,400"
"Sep 23, 2016",205.99,210.18,205.67,207.45,207.45,"2,905,200"
"Sep 22, 2016",206.40,207.28,203.00,206.43,206.43,"2,382,900"
"Sep 21, 2016",206.37,207.00,201.56,205.22,205.22,"2,633,500"
"Sep 20, 2016",206.85,207.75,203.91,204.64,204.64,"2,410,500"
"Sep 19, 2016",207.00,209.43,205.00,206.34,206.34,"2,299,500"
"Sep 16, 2016",200.42,205.70,199.00,205.40,205.40,"3,107,800"
"Sep 15, 2016",196.49,202.52,196.40,200.42,200.42,"3,077,200"
"Sep 14, 2016",195.75,197.92,194.86,196.41,196.41,"2,254,500"
"Sep 13, 2016",197.06,198.49,193.45,196.05,196.05,"3,589,400"
"Sep 12, 2016",195.00,201.37,194.10,198.30,198.30,"3,715,200"
"Sep 09, 2016",199.09,199.92,193.70,194.47,194.47,"3,757,000"
"Sep 08, 2016",199.55,199.89,196.36,197.36,197.36,"3,377,900"
"Sep 07, 2016",205.50,206.50,200.71,201.71,201.71,"3,640,900"
"Sep 06, 2016",199.02,203.25,199.00,202.83,202.83,"4,390,600"
"Sep 02, 2016",202.33,203.20,196.20,197.78,197.78,"5,977,400"
"Sep 01, 2016",209.01,211.10,200.50,200.77,200.77,"7,943,100"
"Aug 31, 2016",210.43,212.60,208.65,212.01,212.01,"3,276,500"
"Aug 30, 2016",216.11,216.11,210.52,211.34,211.34,"3,168,900"
"Aug 29, 2016",220.15,220.40,215.00,215.20,215.20,"3,266,300"
"Aug 26, 2016",222.14,222.86,218.82,219.99,219.99,"2,239,000"
"Aug 25, 2016",223.11,223.80,220.77,220.96,220.96,"1,762,500"
"Aug 24, 2016",227.05,227.15,222.22,222.62,222.62,"2,570,700"
"Aug 23, 2016",224.32,228.49,222.80,224.84,224.84,"4,784,400"
"Aug 22, 2016",224.17,225.11,222.68,222.93,222.93,"2,065,500"
"Aug 19, 2016",223.54,225.17,222.53,225.00,225.00,"1,659,500"
"Aug 18, 2016",223.82,225.66,222.29,223.51,223.51,"1,714,500"
"Aug 17, 2016",224.33,224.83,222.80,223.24,223.24,"1,787,100"
"Aug 16, 2016",225.49,227.19,223.41,223.61,223.61,"2,267,100"
"Aug 15, 2016",226.02,229.50,224.93,225.59,225.59,"2,034,300"
"Aug 12, 2016",225.41,226.65,224.04,225.61,225.61,"1,813,500"
"Aug 11, 2016",226.17,227.57,223.41,224.91,224.91,"1,880,900"
"Aug 10, 2016",228.24,229.87,224.62,225.65,225.65,"2,338,300"
"Aug 09, 2016",226.82,231.54,226.65,229.08,229.08,"2,207,800"
"Aug 08, 2016",228.00,229.60,226.09,226.16,226.16,"2,263,600"
"Aug 05, 2016",230.00,232.00,227.40,230.03,230.03,"3,205,200"
"Aug 04, 2016",225.69,230.86,222.05,230.61,230.61,"4,147,000"
"Aug 03, 2016",227.37,229.70,224.21,225.79,225.79,"3,887,800"
"Aug 02, 2016",229.37,229.87,221.40,227.20,227.20,"3,934,400"
"Aug 01, 2016",235.50,236.63,229.38,230.01,230.01,"4,016,300"
"Jul 29, 2016",230.70,235.28,230.24,234.79,234.79,"3,070,800"
"Jul 28, 2016",227.95,230.76,226.60,230.61,230.61,"2,419,100"
"Jul 27, 2016",229.34,233.36,226.92,228.49,228.49,"2,889,000"
"Jul 26, 2016",227.69,230.00,225.30,229.51,229.51,"3,430,000"
"Jul 25, 2016",222.27,231.39,221.37,230.01,230.01,"4,490,700"
"Jul 22, 2016",221.99,224.50,218.88,222.27,222.27,"2,579,700"
"Jul 21, 2016",226.00,227.85,219.10,220.50,220.50,"4,428,700"
"Jul 20, 2016",226.47,229.80,225.00,228.36,228.36,"2,568,500"
"Jul 19, 2016",225.00,229.10,224.75,225.26,225.26,"3,115,100"
"Jul 18, 2016",219.64,227.09,218.30,226.25,226.25,"3,412,100"
"Jul 15, 2016",222.52,222.75,219.64,220.40,220.40,"2,234,200"
"Jul 14, 2016",223.12,224.94,221.05,221.53,221.53,"2,675,800"
"Jul 13, 2016",225.50,225.59,220.29,222.53,222.53,"3,567,100"
"Jul 12, 2016",224.10,227.50,223.22,224.65,224.65,"4,571,300"
"Jul 11, 2016",219.96,226.78,219.51,224.78,224.78,"5,429,800"
"Jul 08, 2016",217.80,219.81,214.50,216.78,216.78,"4,074,800"
"Jul 07, 2016",213.10,218.12,213.01,215.94,215.94,"3,612,000"
"Jul 06, 2016",210.00,215.23,209.00,214.44,214.44,"4,919,900"
"Jul 05, 2016",209.73,214.54,208.00,213.98,213.98,"5,175,300"
"Jul 01, 2016",206.14,218.24,206.00,216.50,216.50,"5,400,000"
"Jun 30, 2016",212.97,213.50,209.02,212.28,212.28,"4,843,100"
"Jun 29, 2016",205.13,211.78,203.00,210.19,210.19,"5,994,900"
"Jun 28, 2016",201.89,204.05,199.41,201.79,201.79,"6,212,400"
"Jun 27, 2016",190.86,198.81,187.87,198.55,198.55,"7,205,400"
"Jun 24, 2016",190.05,195.12,189.73,193.15,193.15,"7,026,500"
"Jun 23, 2016",195.69,197.55,192.13,196.40,196.40,"10,130,700"
"Jun 22, 2016",199.47,205.95,195.75,196.66,196.66,"23,742,400"
"Jun 21, 2016",220.68,222.57,218.81,219.61,219.61,"4,529,000"
"Jun 20, 2016",219.50,223.75,218.23,219.70,219.70,"3,555,500"
"Jun 17, 2016",217.81,219.99,214.50,215.47,215.47,"3,112,600"
"Jun 16, 2016",217.42,218.04,213.50,217.93,217.93,"2,440,300"
"Jun 15, 2016",216.95,221.90,215.13,217.70,217.70,"2,908,500"
"Jun 14, 2016",218.88,222.20,212.53,214.96,214.96,"3,580,200"
"Jun 13, 2016",219.50,225.77,217.66,217.87,217.87,"4,193,000"
"Jun 10, 2016",227.39,227.97,218.42,218.79,218.79,"6,026,600"
"Jun 09, 2016",234.98,235.33,227.06,229.36,229.36,"4,492,100"
"Jun 08, 2016",233.80,240.85,232.61,235.52,235.52,"5,972,000"
"Jun 07, 2016",222.24,234.44,221.52,232.34,232.34,"6,213,600"
"Jun 06, 2016",218.00,220.90,215.45,220.68,220.68,"2,249,500"
"Jun 03, 2016",220.00,221.94,218.01,218.99,218.99,"2,229,000"
"Jun 02, 2016",219.59,219.91,217.11,218.96,218.96,"2,032,800"
"Jun 01, 2016",221.48,222.40,216.89,219.56,219.56,"2,982,700"
"May 31, 2016",223.04,224.75,221.50,223.23,223.23,"2,789,000"
"May 27, 2016",224.99,225.93,220.75,223.04,223.04,"3,650,300"
"May 26, 2016",220.50,225.26,219.05,225.12,225.12,"4,072,400"
"May 25, 2016",217.91,221.36,216.51,219.58,219.58,"3,126,800"
"May 24, 2016",216.60,218.74,215.18,217.91,217.91,"3,013,800"
"May 23, 2016",219.87,222.60,215.86,216.22,216.22,"5,102,500"
"May 20, 2016",216.99,220.55,216.35,220.28,220.28,"9,007,100"
"May 19, 2016",213.62,216.79,207.30,215.21,215.21,"6,866,300"
"May 18, 2016",209.15,215.31,207.75,211.17,211.17,"5,617,500"
"May 17, 2016",209.05,209.82,204.02,204.66,204.66,"2,843,600"
"May 16, 2016",208.15,213.15,207.92,208.29,208.29,"2,949,400"
"May 13, 2016",207.78,211.20,206.70,207.61,207.61,"2,822,800"
"May 12, 2016",211.44,211.67,203.66,207.28,207.28,"3,650,500"
"May 11, 2016",207.59,215.48,206.05,208.96,208.96,"5,161,900"
"May 10, 2016",207.55,209.47,205.00,208.69,208.69,"4,070,600"
"May 09, 2016",215.72,216.15,206.80,208.92,208.92,"4,776,400"
"May 06, 2016",210.87,216.37,208.11,214.93,214.93,"5,685,200"
"May 05, 2016",228.46,228.64,209.79,211.53,211.53,"11,254,800"
"May 04, 2016",230.29,234.46,220.40,222.56,222.56,"8,700,500"
"May 03, 2016",237.36,238.91,231.62,232.32,232.32,"4,302,200"
"May 02, 2016",241.50,243.19,234.82,241.80,241.80,"3,843,900"
"Apr 29, 2016",248.14,248.43,237.81,240.76,240.76,"5,413,800"
"Apr 28, 2016",249.85,253.43,247.44,247.71,247.71,"2,519,000"
"Apr 27, 2016",252.75,255.00,249.40,251.47,251.47,"3,205,800"
"Apr 26, 2016",252.05,255.73,249.39,253.74,253.74,"3,223,800"
"Apr 25, 2016",253.01,257.38,250.76,251.82,251.82,"3,670,300"
"Apr 22, 2016",248.89,254.00,245.71,253.75,253.75,"3,786,300"
